customer_id,customer_name,location,industry_type,account_manager
CUST00461,Apex Solutions,Philadelphia,,Michael Chen
CUST00462,Tech Industries,San Antonio,Technology,Maria Garcia
CUST00463,Summit Corp,Los Angeles,Technology,David Kim
CUST00464,Global Group,Austin,Retail,Maria Garcia
CUST00465,Summit Group,New York,Construction,Robert Taylor
CUST00466,Summit Partners,Chicago,Healthcare,Maria Garcia
CUST00467,Elite Group,Dallas,Retail,David Kim
CUST00468,Vertex Industries,Los Angeles, Education ,Michael Chen
CUST00469,Prime Industries,Houston,Logistics,Sarah Johnson
CUST00470,Summit Enterprises,Dallas,Logistics,Emma Williams
CUST00471,Apex Partners,Houston,Technology,Michael Chen
CUST00472,Tech Partners,New York,,Maria Garcia
CUST00473,Phoenix Partners,Dallas,Healthcare,Sarah Johnson
CUST00474,Prime Solutions,Phoenix,Healthcare,David Kim
CUST00475,Tech Corp,Los Angeles,Logistics ,Lisa Anderson
CUST00476,Apex Group,Dallas,,Maria Garcia
CUST00477,Global Solutions,San Antonio,Logistics,David Kim
CUST00478,Elite Industries,Houston,Logistics,Emma Williams
CUST00479,Tech Solutions,Austin,Finance,Lisa Anderson
CUST00480,Elite Industries,Austin,Construction,Emma Williams
CUST00481,Prime Partners,Philadelphia,Healthcare,Emma Williams
CUST00482,Elite Corp,San Diego,Technology,Maria Garcia
CUST00483,Summit Enterprises,Phoenix,Finance,Michael Chen
CUST00484,Elite Solutions,Phoenix,Construction,Maria Garcia
CUST00485,Vertex Group,Austin,Construction,James Rodriguez
CUST00486,Apex Industries,Phoenix,Finance,Sarah Johnson
CUST00487,Tech Group,Austin,Finance,
CUST00488 ,Prime Group,New York,Retail,Maria Garcia
CUST00489,Apex Industries,Dallas,,James Rodriguez
CUST00490,Elite Solutions,San Diego,Logistics,Emma Williams
CUST00491,Elite Group,New York,Logistics,Maria Garcia
CUST00492,Vertex Industries,Phoenix,Retail,James Rodriguez
CUST00493,Phoenix Industries,Dallas,Education,Maria Garcia
 CUST00494,Elite Group,Chicago,Healthcare,Lisa Anderson
CUST00495,Global Corp,Los Angeles,Finance,Emma Williams
CUST00496,Apex Industries,Los Angeles,Manufacturing,Lisa Anderson
CUST00497,Elite Partners,Philadelphia,Healthcare,James Rodriguez
CUST00498,Vertex Enterprises,Austin,Construction,Michael Chen
CUST00499,Phoenix Partners,Phoenix,Logistics,Michael Chen
CUST00500,Vertex Solutions,Philadelphia,Construction,Michael Chen
CUST00023,Tech Solutions,New York,Technology,Sarah Johnson
CUST00089,Global Industries,Chicago,Manufacturing,Michael Chen
